region,first_cell_id,second_cell_id,signal_corr_coef,p_values,bin_width
motor_cortex,3455,3628,-0.3724496010217437,0.14095015233925787,0.06
motor_cortex,3580,3602,0.24264373355603452,0.34805384440354686,0.06
motor_cortex,3491,3463,0.1749766490527286,0.5017705658982032,0.06
motor_cortex,3452,3503,-0.5182172958959944,0.03308716300530874,0.06
motor_cortex,3580,3542,0.1124740614156854,0.6673501991931086,0.06
motor_cortex,3508,3524,0.12630223753766423,0.6290718403778137,0.06
motor_cortex,3494,3492,-0.38278948893576703,0.12938910948365107,0.06
motor_cortex,3518,3455,0.4665317568136337,0.05905538829317676,0.06
motor_cortex,3503,3492,-0.5911267296188898,0.012454318276811677,0.06
motor_cortex,3452,3471,-0.31006312920692364,0.22582728869867044,0.06
motor_cortex,3456,3500,-0.2207503075925198,0.3945330142629485,0.06
motor_cortex,3649,3492,0.39245020859067864,0.11919892293103926,0.06
motor_cortex,3533,3491,0.5669493806218873,0.017633146422110977,0.06
motor_cortex,3500,3524,-0.5648560665048237,0.01815061083888903,0.06
motor_cortex,3452,3518,0.7255576836544804,0.000978554614702121,0.06
motor_cortex,3542,3454,0.10750994748167272,0.6812891112417825,0.06
motor_cortex,3460,3463,0.787005667786447,0.0001777383678136414,0.06
motor_cortex,3533,3500,-0.16578607122502767,0.5248337996726843,0.06
motor_cortex,3580,3494,-0.027737024357967436,0.9158432341024497,0.06
motor_cortex,3460,3558,0.3493098517019094,0.1693502797250212,0.06
motor_cortex,3533,3452,0.6343922988492207,0.0062325943947709565,0.06
motor_cortex,3456,3649,-0.0360551953810913,0.8907306658206106,0.06
motor_cortex,3533,3454,0.7793216473774428,0.0002263268296027648,0.06
motor_cortex,3456,3628,0.13327678647534366,0.6100916090359922,0.06
motor_cortex,3471,3558,-0.6047813417164729,0.010113640658814212,0.07
motor_cortex,3542,3628,0.0042334675623701915,0.987134337473985,0.07
motor_cortex,3452,3628,-0.6683582590290884,0.0033587750375912006,0.07
motor_cortex,3491,3524,-0.1357734992094641,0.6033530669773265,0.07
motor_cortex,3580,3628,0.5997520179611325,0.010931042375998755,0.07
motor_cortex,3460,3500,-0.1054785024805316,0.6870218129456418,0.07
motor_cortex,3455,3628,-0.3608805585391898,0.15470630318455716,0.07
motor_cortex,3580,3602,0.2110997906420391,0.4160366178208942,0.07
motor_cortex,3491,3463,0.17760572343514458,0.4952628260398483,0.07
motor_cortex,3452,3503,-0.5077063707604603,0.03747790859193507,0.07
motor_cortex,3580,3542,0.08033611044666125,0.7592241479272659,0.07
motor_cortex,3508,3524,0.10425304374332212,0.6904878731709632,0.07
motor_cortex,3494,3492,-0.37140760048637594,0.1421533427968896,0.07
motor_cortex,3518,3455,0.41896217120727575,0.09415236855124755,0.07
motor_cortex,3503,3492,-0.5882771138435887,0.012992900506336506,0.07
motor_cortex,3452,3471,-0.317274025793656,0.21464906533145828,0.07
motor_cortex,3456,3500,-0.23187523179565572,0.3705103707770908,0.07
motor_cortex,3649,3492,0.40367827440042936,0.1080791033048419,0.07
motor_cortex,3533,3491,0.5853573965528098,0.01356366544447577,0.07
motor_cortex,3500,3524,-0.5452392463897511,0.023598932892188406,0.07
motor_cortex,3452,3518,0.7370146679153656,0.0007373542049670051,0.07
motor_cortex,3542,3454,0.1102984516775567,0.6734468330878648,0.07
motor_cortex,3460,3463,0.8068080539084892,9.094808925578273e-05,0.07
motor_cortex,3533,3500,-0.15116223907341023,0.5625021627779019,0.07
motor_cortex,3580,3494,-0.0317560269236321,0.9036990505476507,0.07
motor_cortex,3460,3558,0.34080272256758426,0.18069213365397607,0.07
motor_cortex,3533,3452,0.6390605835501599,0.00574916792374736,0.07
motor_cortex,3456,3649,-0.04022294235811075,0.8781836358969322,0.07
motor_cortex,3533,3454,0.7787596220023101,0.00023027822562929148,0.07
motor_cortex,3456,3628,0.13768410003888892,0.5982167856118312,0.07
motor_cortex,3471,3558,-0.6314241781253043,0.006556592908920705,0.08
motor_cortex,3542,3628,0.0012028190327168001,0.996344458545676,0.08
motor_cortex,3452,3628,-0.6699062660773931,0.0032595828597486256,0.08
motor_cortex,3491,3524,-0.17349222863966585,0.5054627608224979,0.08
motor_cortex,3580,3628,0.5743897699276503,0.015886805838901428,0.08
motor_cortex,3460,3500,-0.0741603949860858,0.7772765923284073,0.08
motor_cortex,3455,3628,-0.3913878360155481,0.12029104194324065,0.08
motor_cortex,3580,3602,0.27599353526790976,0.2835962980037599,0.08
motor_cortex,3491,3463,0.19199066223712713,0.46038560572301324,0.08
motor_cortex,3452,3503,-0.48104310079014556,0.05060309974522306,0.08
motor_cortex,3580,3542,0.12218418823222572,0.6403834805679036,0.08
motor_cortex,3508,3524,0.11048666844822576,0.6729186332474437,0.08
motor_cortex,3494,3492,-0.39800830072412324,0.11359846271964495,0.08
motor_cortex,3518,3455,0.5067265076819422,0.037908758446161504,0.08
motor_cortex,3503,3492,-0.581099040647937,0.014431419826819707,0.08
motor_cortex,3452,3471,-0.32355746325962226,0.20520511325815038,0.08
motor_cortex,3456,3500,-0.2510981174065373,0.3309804233576512,0.08
motor_cortex,3649,3492,0.391454333027663,0.1202224780375541,0.08
motor_cortex,3533,3491,0.5738922723810709,0.01599915129227504,0.08
motor_cortex,3500,3524,-0.575073470577752,0.01573342462631303,0.08
motor_cortex,3452,3518,0.7073220744401416,0.0014945586645522682,0.08
motor_cortex,3542,3454,0.08381851376998782,0.7490955865342952,0.08
motor_cortex,3460,3463,0.7986906369609655,0.00012074663288133889,0.08
motor_cortex,3533,3500,-0.16342374176896335,0.5308393221146922,0.08
motor_cortex,3580,3494,0.04257828400574106,0.87110478515447,0.08
motor_cortex,3460,3558,0.352440235439575,0.16530000534379435,0.08
motor_cortex,3533,3452,0.6037901948555873,0.010270751023380915,0.08
motor_cortex,3456,3649,-0.05928210661410371,0.8211964707104729,0.08
motor_cortex,3533,3454,0.767120200084863,0.0003260686910195374,0.08
motor_cortex,3456,3628,0.12211400095971468,0.6405769332517357,0.08
motor_cortex,3471,3558,-0.6119286632269546,0.009036469924879803,0.09
motor_cortex,3542,3628,-0.008926092122821394,0.9728769091169979,0.09
motor_cortex,3452,3628,-0.6697936338573225,0.00326671866140724,0.09
motor_cortex,3491,3524,-0.17791697655523492,0.49449506656049647,0.09
motor_cortex,3580,3628,0.5932494526106593,0.012064729030066458,0.09
motor_cortex,3460,3500,-0.10604579691014004,0.6854192790343623,0.09
motor_cortex,3455,3628,-0.3724496010217439,0.14095015233925753,0.09
motor_cortex,3580,3602,0.2426437335560349,0.34805384440354686,0.09
motor_cortex,3491,3463,0.17497664905272842,0.501770565898204,0.09
motor_cortex,3452,3503,-0.5182172958959944,0.03308716300530874,0.09
motor_cortex,3580,3542,0.11247406141568558,0.6673501991931071,0.09
motor_cortex,3508,3524,0.12630223753766429,0.6290718403778137,0.09
motor_cortex,3494,3492,-0.3827894889357673,0.12938910948365076,0.09
motor_cortex,3518,3455,0.46653175681363396,0.05905538829317654,0.09
motor_cortex,3503,3492,-0.5911267296188899,0.012454318276811642,0.09
motor_cortex,3452,3471,-0.31006312920692375,0.22582728869867044,0.09
motor_cortex,3456,3500,-0.22075030759251937,0.3945330142629496,0.09
motor_cortex,3649,3492,0.3924502085906787,0.11919892293103926,0.09
motor_cortex,3533,3491,0.5669493806218873,0.017633146422110977,0.09
motor_cortex,3500,3524,-0.5648560665048235,0.01815061083888908,0.09
motor_cortex,3452,3518,0.72555768365448,0.000978554614702129,0.09
motor_cortex,3542,3454,0.10750994748167242,0.6812891112417839,0.09
motor_cortex,3460,3463,0.787005667786447,0.0001777383678136414,0.09
motor_cortex,3533,3500,-0.16578607122502773,0.5248337996726843,0.09
motor_cortex,3580,3494,-0.027737024357967936,0.9158432341024437,0.09
motor_cortex,3460,3558,0.3493098517019097,0.1693502797250208,0.09
motor_cortex,3533,3452,0.6343922988492211,0.00623259439477091,0.09
motor_cortex,3456,3649,-0.03605519538109129,0.8907306658206106,0.09
motor_cortex,3533,3454,0.7793216473774431,0.00022632682960276257,0.09
motor_cortex,3456,3628,0.1332767864753438,0.6100916090359922,0.09
motor_cortex,3471,3558,-0.6314241781253042,0.006556592908920725,0.1
motor_cortex,3542,3628,0.0012028190327166071,0.996344458545676,0.1
motor_cortex,3452,3628,-0.6699062660773931,0.0032595828597486256,0.1
motor_cortex,3491,3524,-0.17349222863966626,0.5054627608224971,0.1
motor_cortex,3580,3628,0.5743897699276501,0.01588680583890147,0.1
motor_cortex,3460,3500,-0.07416039498608586,0.7772765923284073,0.1
motor_cortex,3455,3628,-0.3913878360155481,0.12029104194324065,0.1
motor_cortex,3580,3602,0.27599353526790943,0.28359629800376074,0.1
motor_cortex,3491,3463,0.1919906622371269,0.460385605723014,0.1
motor_cortex,3452,3503,-0.4810431007901455,0.050603099745223125,0.1
motor_cortex,3580,3542,0.12218418823222577,0.6403834805679036,0.1
motor_cortex,3508,3524,0.11048666844822597,0.6729186332474437,0.1
motor_cortex,3494,3492,-0.3980083007241232,0.1135984627196452,0.1
motor_cortex,3518,3455,0.5067265076819418,0.03790875844616164,0.1
motor_cortex,3503,3492,-0.5810990406479367,0.014431419826819768,0.1
motor_cortex,3452,3471,-0.32355746325962226,0.20520511325815038,0.1
motor_cortex,3456,3500,-0.25109811740653726,0.3309804233576512,0.1
motor_cortex,3649,3492,0.3914543330276632,0.1202224780375541,0.1
motor_cortex,3533,3491,0.5738922723810705,0.015999151292275107,0.1
motor_cortex,3500,3524,-0.5750734705777523,0.015733424626312987,0.1
motor_cortex,3452,3518,0.7073220744401417,0.0014945586645522641,0.1
motor_cortex,3542,3454,0.08381851376998799,0.7490955865342952,0.1
motor_cortex,3460,3463,0.7986906369609654,0.00012074663288133944,0.1
motor_cortex,3533,3500,-0.1634237417689637,0.5308393221146913,0.1
motor_cortex,3580,3494,0.04257828400574116,0.87110478515447,0.1
motor_cortex,3460,3558,0.35244023543957465,0.1653000053437948,0.1
motor_cortex,3533,3452,0.6037901948555874,0.010270751023380884,0.1
motor_cortex,3456,3649,-0.05928210661410328,0.8211964707104729,0.1
motor_cortex,3533,3454,0.7671202000848631,0.00032606869101953635,0.1
motor_cortex,3456,3628,0.12211400095971443,0.6405769332517357,0.1
motor_cortex,3471,3558,-0.6314241781253042,0.006556592908920725,0.2
motor_cortex,3542,3628,0.0012028190327166071,0.996344458545676,0.2
motor_cortex,3452,3628,-0.6699062660773931,0.0032595828597486256,0.2
motor_cortex,3491,3524,-0.17349222863966626,0.5054627608224971,0.2
motor_cortex,3580,3628,0.5743897699276501,0.01588680583890147,0.2
motor_cortex,3460,3500,-0.07416039498608586,0.7772765923284073,0.2
motor_cortex,3455,3628,-0.3913878360155481,0.12029104194324065,0.2
motor_cortex,3580,3602,0.27599353526790943,0.28359629800376074,0.2
motor_cortex,3491,3463,0.1919906622371269,0.460385605723014,0.2
motor_cortex,3452,3503,-0.4810431007901455,0.050603099745223125,0.2
motor_cortex,3580,3542,0.12218418823222577,0.6403834805679036,0.2
motor_cortex,3508,3524,0.11048666844822597,0.6729186332474437,0.2
motor_cortex,3494,3492,-0.3980083007241232,0.1135984627196452,0.2
motor_cortex,3518,3455,0.5067265076819418,0.03790875844616164,0.2
motor_cortex,3503,3492,-0.5810990406479367,0.014431419826819768,0.2
motor_cortex,3452,3471,-0.32355746325962226,0.20520511325815038,0.2
motor_cortex,3456,3500,-0.25109811740653726,0.3309804233576512,0.2
motor_cortex,3649,3492,0.3914543330276632,0.1202224780375541,0.2
motor_cortex,3533,3491,0.5738922723810705,0.015999151292275107,0.2
motor_cortex,3500,3524,-0.5750734705777523,0.015733424626312987,0.2
motor_cortex,3452,3518,0.7073220744401417,0.0014945586645522641,0.2
motor_cortex,3542,3454,0.08381851376998799,0.7490955865342952,0.2
motor_cortex,3460,3463,0.7986906369609654,0.00012074663288133944,0.2
motor_cortex,3533,3500,-0.1634237417689637,0.5308393221146913,0.2
motor_cortex,3580,3494,0.04257828400574116,0.87110478515447,0.2
motor_cortex,3460,3558,0.35244023543957465,0.1653000053437948,0.2
motor_cortex,3533,3452,0.6037901948555874,0.010270751023380884,0.2
motor_cortex,3456,3649,-0.05928210661410328,0.8211964707104729,0.2
motor_cortex,3533,3454,0.7671202000848631,0.00032606869101953635,0.2
motor_cortex,3456,3628,0.12211400095971443,0.6405769332517357,0.2
motor_cortex,3471,3558,-0.5966183818451444,0.011466302039056629,0.3
motor_cortex,3542,3628,-0.06051402912628222,0.8175389261342005,0.3
motor_cortex,3452,3628,-0.6123261059550743,0.008979374310489702,0.3
motor_cortex,3491,3524,-0.0812878007019256,0.756452407843999,0.3
motor_cortex,3580,3628,0.5631390151450462,0.018583875034575363,0.3
motor_cortex,3460,3500,-0.0694714403814482,0.7910558867971546,0.3
motor_cortex,3455,3628,-0.27579145091711976,0.2839634085189093,0.3
motor_cortex,3580,3602,0.14044202405593853,0.5908342106406386,0.3
motor_cortex,3491,3463,0.21383325797134045,0.4098838878096577,0.3
motor_cortex,3452,3503,-0.45804732400481685,0.06445920393863803,0.3
motor_cortex,3580,3542,-0.04836009725168554,0.8537680675701562,0.3
motor_cortex,3508,3524,0.06255441840715867,0.8114889211376662,0.3
motor_cortex,3494,3492,-0.3896638663449399,0.12207817353053106,0.3
motor_cortex,3518,3455,0.3410667426692353,0.18033273685276818,0.3
motor_cortex,3503,3492,-0.6124530784842183,0.008961194565314549,0.3
motor_cortex,3452,3471,-0.34425003909239005,0.1760368843040094,0.3
motor_cortex,3456,3500,-0.21305417228154153,0.4116325636657868,0.3
motor_cortex,3649,3492,0.42059423046053,0.09274540036379113,0.3
motor_cortex,3533,3491,0.6480789138858747,0.004900851795664832,0.3
motor_cortex,3500,3524,-0.5674198982659595,0.01751844272214896,0.3
motor_cortex,3452,3518,0.7656758411012231,0.000339988024301831,0.3
motor_cortex,3542,3454,0.18203061895586983,0.48440190267295247,0.3
motor_cortex,3460,3463,0.7853001497886534,0.00018768742824604883,0.3
motor_cortex,3533,3500,-0.06776132326892133,0.7960961791490753,0.3
motor_cortex,3580,3494,-0.08816451086799583,0.7365096251873761,0.3
motor_cortex,3460,3558,0.3323957005962926,0.1923858960329112,0.3
motor_cortex,3533,3452,0.6607362979535737,0.0038836264620347033,0.3
motor_cortex,3456,3649,-0.06649817214042011,0.7998240237550808,0.3
motor_cortex,3533,3454,0.7789698136707272,0.00022879374358054328,0.3
motor_cortex,3456,3628,0.10232799860697878,0.6959443665482092,0.3
motor_cortex,3471,3558,-0.6314241781253042,0.006556592908920725,0.4
motor_cortex,3542,3628,0.0012028190327166071,0.996344458545676,0.4
motor_cortex,3452,3628,-0.6699062660773931,0.0032595828597486256,0.4
motor_cortex,3491,3524,-0.17349222863966626,0.5054627608224971,0.4
motor_cortex,3580,3628,0.5743897699276501,0.01588680583890147,0.4
motor_cortex,3460,3500,-0.07416039498608586,0.7772765923284073,0.4
motor_cortex,3455,3628,-0.3913878360155481,0.12029104194324065,0.4
motor_cortex,3580,3602,0.27599353526790943,0.28359629800376074,0.4
motor_cortex,3491,3463,0.1919906622371269,0.460385605723014,0.4
motor_cortex,3452,3503,-0.4810431007901455,0.050603099745223125,0.4
motor_cortex,3580,3542,0.12218418823222577,0.6403834805679036,0.4
motor_cortex,3508,3524,0.11048666844822597,0.6729186332474437,0.4
motor_cortex,3494,3492,-0.3980083007241232,0.1135984627196452,0.4
motor_cortex,3518,3455,0.5067265076819418,0.03790875844616164,0.4
motor_cortex,3503,3492,-0.5810990406479367,0.014431419826819768,0.4
motor_cortex,3452,3471,-0.32355746325962226,0.20520511325815038,0.4
motor_cortex,3456,3500,-0.25109811740653726,0.3309804233576512,0.4
motor_cortex,3649,3492,0.3914543330276632,0.1202224780375541,0.4
motor_cortex,3533,3491,0.5738922723810705,0.015999151292275107,0.4
motor_cortex,3500,3524,-0.5750734705777523,0.015733424626312987,0.4
motor_cortex,3452,3518,0.7073220744401417,0.0014945586645522641,0.4
motor_cortex,3542,3454,0.08381851376998799,0.7490955865342952,0.4
motor_cortex,3460,3463,0.7986906369609654,0.00012074663288133944,0.4
motor_cortex,3533,3500,-0.1634237417689637,0.5308393221146913,0.4
motor_cortex,3580,3494,0.04257828400574116,0.87110478515447,0.4
motor_cortex,3460,3558,0.35244023543957465,0.1653000053437948,0.4
motor_cortex,3533,3452,0.6037901948555874,0.010270751023380884,0.4
motor_cortex,3456,3649,-0.05928210661410328,0.8211964707104729,0.4
motor_cortex,3533,3454,0.7671202000848631,0.00032606869101953635,0.4
motor_cortex,3456,3628,0.12211400095971443,0.6405769332517357,0.4
motor_cortex,3471,3558,-0.6314241781253042,0.006556592908920725,0.5
motor_cortex,3542,3628,0.0012028190327165128,0.996344458545676,0.5
