cluster_id,amplitude,depth,group,probe,region
465,88.13990271103035,1137.182131982379,mua,frontal,striatum
469,83.15621190665857,364.4430207213026,good,frontal,striatum
474,139.13722849294356,2040.0,good,frontal,motor_cortex
480,62.82813845293315,3142.3366274611976,good,frontal,motor_cortex
481,159.95213185783007,629.8634464538237,good,frontal,striatum
483,133.9098750472557,2080.0,mua,frontal,motor_cortex
486,53.43846965645169,3145.1909912713345,mua,frontal,motor_cortex
487,132.9837236090793,2669.814650232316,mua,frontal,motor_cortex
489,69.4714501469517,920.2387567542476,mua,frontal,striatum
490,79.11723858092293,2031.7520434859125,good,frontal,motor_cortex
491,60.42944564421608,234.86695276176494,mua,frontal,striatum
492,274.8641014715737,2580.20647735083,good,frontal,motor_cortex
493,312.92959697365563,628.045644756339,good,frontal,striatum
497,53.87834945102015,1059.8807881654716,mua,frontal,striatum
501,51.94622775909261,3119.12518740475,mua,frontal,motor_cortex
503,90.40753166625225,1790.3184474185264,good,frontal,motor_cortex
505,81.20085165410829,2969.4578329423225,mua,frontal,motor_cortex
506,119.05589956733527,1117.1586433720536,mua,frontal,striatum
507,162.9506315521235,553.2137717426604,mua,frontal,striatum
512,94.28377796878065,3085.8822174531915,good,frontal,motor_cortex
513,65.45453796297953,2125.060680115238,mua,frontal,motor_cortex
517,37.12941835627076,2867.624346191192,mua,frontal,motor_cortex
518,113.42865875324414,2734.2838001240398,good,frontal,motor_cortex
520,110.70071761696778,2471.4239634156147,good,frontal,motor_cortex
522,122.77059821287135,2978.486066167433,good,frontal,motor_cortex
530,108.89944865632073,1190.0623304065816,mua,frontal,striatum
531,74.57865546012775,3118.878106820301,good,frontal,motor_cortex
532,15.014617487179036,2229.7122651922314,mua,frontal,motor_cortex
534,186.22466766073228,2596.424397934564,good,frontal,motor_cortex
536,67.56767126480095,828.3133214529967,mua,frontal,striatum
539,52.75268924086505,2892.4061761605635,mua,frontal,motor_cortex
542,96.83652445087098,2936.850338740927,mua,frontal,motor_cortex
543,88.98366367247817,2767.5333118178123,mua,frontal,motor_cortex
545,92.13138450507147,2750.42602305146,mua,frontal,motor_cortex
548,101.25522863555591,2879.921909023094,good,frontal,motor_cortex
551,112.52758958978946,622.6824397846689,good,frontal,striatum
556,108.96796691827146,3016.424680503086,good,frontal,motor_cortex
558,176.39129111561817,2660.8492171490097,good,frontal,motor_cortex
561,179.69141416914644,2699.9812221855955,mua,frontal,motor_cortex
572,66.40296716342793,2211.705503888985,good,frontal,motor_cortex
573,299.0417705515422,539.352200722196,good,frontal,striatum
575,70.33830719119621,495.0081175843283,good,frontal,striatum
576,84.26434447556562,790.0882334406205,good,frontal,striatum
585,200.23911972929727,2793.509828137995,good,frontal,motor_cortex
589,47.63513075714309,802.1612205479104,mua,frontal,striatum
590,105.86608160793114,648.3047960437161,mua,frontal,striatum
591,69.86392814880993,198.28582686141192,good,frontal,striatum
592,129.62501665570844,1167.1113063544033,mua,frontal,striatum
596,112.29734612194795,2970.3213309194302,mua,frontal,motor_cortex
598,80.39280881873107,1184.5318180376498,good,frontal,striatum
602,86.40383888684856,2722.1977102475353,mua,frontal,motor_cortex
603,176.0465506250696,1198.6837393257024,mua,frontal,striatum
604,98.74451958763105,2545.3771557431123,good,frontal,motor_cortex
605,60.116789872536366,2299.978717988247,mua,frontal,motor_cortex
608,64.60785986746619,1024.3544644632661,mua,frontal,striatum
614,85.47320333928288,1740.0,good,frontal,motor_cortex
615,62.589922189153334,611.3680071724519,good,frontal,striatum
617,48.52475727325289,2128.981024882814,mua,frontal,motor_cortex
621,96.87965216055824,840.0,mua,frontal,striatum
622,73.56955565901323,2508.8787798727462,mua,frontal,motor_cortex
624,32.888999032316775,2578.3474680059494,mua,frontal,motor_cortex
625,104.34348379483326,2724.612338202777,good,frontal,motor_cortex
626,52.84772751221957,167.5919336939697,good,frontal,striatum
628,102.3206271466819,2149.879501411697,good,frontal,motor_cortex
631,125.50322604728791,2098.2501055286334,good,frontal,motor_cortex
638,91.18488082033338,2725.5293104127127,unsorted,frontal,motor_cortex
639,55.639262538111836,2736.526467373158,mua,frontal,motor_cortex
641,68.3282828133205,848.6604356475443,mua,frontal,striatum
643,59.57238259529632,1267.977528970728,good,frontal,striatum
644,105.70063119289152,1840.0,good,frontal,motor_cortex
646,15.34753764763558,2385.141234344796,mua,frontal,motor_cortex
647,71.59054039448817,3110.8699795399316,mua,frontal,motor_cortex
648,93.9155042212799,2080.0,mua,frontal,motor_cortex
649,250.25517773572992,676.7267459773658,good,frontal,striatum
653,97.55839386728206,2039.8575251132652,mua,frontal,motor_cortex
654,147.54290467308138,1035.1629849364688,good,frontal,striatum
655,150.17836107681185,3067.958061256732,good,frontal,motor_cortex
658,81.61060353536257,3056.680078406245,mua,frontal,motor_cortex
659,57.75610910380353,2115.70634754011,good,frontal,motor_cortex
661,101.71248059735873,402.80665043138436,good,frontal,striatum
663,87.64389285500134,2479.850821867552,good,frontal,motor_cortex
665,61.96857449589407,3077.3130081139325,mua,frontal,motor_cortex
667,167.18102117812234,1116.1621243200136,good,frontal,striatum
668,200.87151169508022,2501.049507798624,good,frontal,motor_cortex
677,122.31855237321564,3029.3311461165076,mua,frontal,motor_cortex
678,99.07485644713077,1220.0,mua,frontal,striatum
680,83.07444041839601,1080.0,mua,frontal,striatum
683,161.3424069596072,3084.6048298072465,good,frontal,motor_cortex
684,71.48936818955205,2299.5701785571887,good,frontal,motor_cortex
687,174.4627196236901,2294.4134687972137,good,frontal,motor_cortex
689,195.9903603952142,685.0142656108281,unsorted,frontal,striatum
692,192.91432532918373,2767.2225127078113,mua,frontal,motor_cortex
693,184.77053193666646,1245.0045118562077,good,frontal,striatum
695,165.1669124750689,248.54641025522375,mua,frontal,striatum
702,66.06424704708736,180.3101058234758,good,frontal,striatum
706,190.74747547386832,2665.5886895431577,mua,frontal,motor_cortex
707,158.37775747567215,2615.7596663032623,good,frontal,motor_cortex
708,211.22995523432846,520.8281554568405,mua,frontal,striatum
709,129.85221193774785,110.70600248202358,good,frontal,striatum
710,246.24725009584563,541.9083558227868,good,frontal,striatum
711,220.49472101439548,673.129953987601,good,frontal,striatum
712,127.0565013031653,1264.6883388050744,good,frontal,striatum
717,85.24645473491088,2080.457171432776,mua,frontal,motor_cortex
718,120.08235610706689,2069.545496263074,good,frontal,motor_cortex
721,68.32868673533902,650.8615796628155,mua,frontal,striatum
724,163.31884430607533,3132.94284942402,good,frontal,motor_cortex
728,109.8653125118655,2969.457832990355,mua,frontal,motor_cortex
730,211.7059375485265,232.32058015810128,good,frontal,striatum
731,320.9886819295956,678.5712201434629,good,frontal,striatum
738,111.31971677058384,2891.603700810007,mua,frontal,motor_cortex
742,435.9406730198668,642.8520053802065,good,frontal,striatum
744,399.0782088661751,714.5503004249268,good,frontal,striatum
747,108.21523894485694,87.93753822735745,good,frontal,striatum
749,99.40146372148132,3110.0385433279375,good,frontal,motor_cortex
750,105.54481593158681,1551.4937990289336,good,frontal,motor_cortex
752,88.74280635458345,1766.0275422894217,mua,frontal,motor_cortex
753,249.47470091040842,2576.4361483862726,good,frontal,motor_cortex
754,116.85376711599478,1880.0,good,frontal,motor_cortex
755,88.03200747014834,2771.490659176382,mua,frontal,motor_cortex
757,59.39497548855541,2714.403206666142,mua,frontal,motor_cortex
758,212.6819727015706,1720.0,good,frontal,motor_cortex
759,488.46000420995665,994.9302179106165,good,frontal,striatum
760,65.32295659797538,307.09241252810165,good,frontal,striatum
763,192.99508674989477,3124.7263933119125,good,frontal,motor_cortex
